  9809     SPring-8 14b2 
 Fe-K_FePO4_Si1  20.05.26 16:04 - 20.05.26 16:08
 FePO4                                                                           
 Ring :   8.0 GeV    99.5 mA -   99.6 mA
 Mono :   SI(111)       D=  3.13551 A    Initial angle= 17.07739 deg
 14b2      Transmission( 2)   Repetition=  1     Points= 4415
 Param file :                 angle axis (1)     Block =    1

 Block      Init-ang  final-ang     Step/deg     Time/s       Num
     1       16.95500  13.23500    -0.000850       0.05      4415
 Ortec( 0)     NDCH = 3
  Angle(c)  Angle(o)    time/s         2         3
      Mode         0         0         1         2
    Offset         0         0    47.200   101.900
  14.52315  14.55709     0.050     34161     21520
  14.52230  14.55625     0.050     34163     21525
  14.52145  14.55547     0.050     34158     21540
  14.52060  14.55475     0.050     34161     21547
  14.51975  14.55403     0.050     34155     21556
  14.51890  14.55328     0.050     34164     21570
  14.51805  14.55250     0.050     34164     21578
  14.51720  14.55162     0.050     34165     21590
  14.51635  14.55067     0.050     34160     21596
  14.51550  14.54973     0.050     34161     21604
  14.51465  14.54879     0.050     34165     21615
  14.51380  14.54786     0.050     34172     21620
  14.51295  14.54700     0.050     34164     21636
  14.51210  14.54617     0.050     34164     21638
  14.51125  14.54539     0.050     34166     21650
  14.51040  14.54467     0.050     34162     21656
  14.50955  14.54395     0.050     34164     21670
  14.50870  14.54320     0.050     34162     21684
  14.50785  14.54241     0.050     34168     21687
  14.50700  14.54152     0.050     34161     21696
  14.50615  14.54055     0.050     34165     21707
  14.50530  14.53962     0.050     34163     21715
  14.50445  14.53867     0.050     34162     21723
  14.50360  14.53775     0.050     34165     21734
  14.50275  14.53690     0.050     34176     21742
  14.50190  14.53608     0.050     34165     21751
  14.50105  14.53530     0.050     34168     21762
  14.50020  14.53459     0.050     34165     21773
  14.49935  14.53386     0.050     34168     21782
  14.49850  14.53311     0.050     34157     21786
  14.49765  14.53232     0.050     34167     21800
  14.49680  14.53141     0.050     34164     21810
  14.49595  14.53046     0.050     34161     21813
  14.49510  14.52952     0.050     34174     21825
  14.49425  14.52858     0.050     34176     21836
  14.49340  14.52767     0.050     34175     21843
  14.49255  14.52682     0.050     34179     21851
  14.49170  14.52599     0.050     34166     21868
  14.49085  14.52522     0.050     34171     21880
  14.49000  14.52451     0.050     34163     21886
  14.48915  14.52379     0.050     34168     21888
  14.48830  14.52303     0.050     34172     21904
  14.48745  14.52222     0.050     34168     21910
  14.48660  14.52130     0.050     34170     21919
  14.48575  14.52034     0.050     34176     21930
  14.48490  14.51941     0.050     34180     21940
  14.48405  14.51846     0.050     34175     21951
  14.48320  14.51756     0.050     34177     21957
  14.48235  14.51671     0.050     34176     21968
  14.48150  14.51589     0.050     34177     21977
  14.48065  14.51513     0.050     34175     21987
  14.47980  14.51442     0.050     34178     21998
  14.47895  14.51368     0.050     34174     22007
  14.47810  14.51292     0.050     34178     22013
  14.47725  14.51209     0.050     34177     22025
  14.47640  14.51115     0.050     34175     22035
  14.47555  14.51020     0.050     34178     22049
  14.47470  14.50927     0.050     34181     22050
  14.47385  14.50832     0.050     34172     22063
  14.47300  14.50743     0.050     34177     22076
  14.47215  14.50658     0.050     34177     22087
  14.47130  14.50577     0.050     34182     22087
  14.47045  14.50502     0.050     34178     22098
  14.46960  14.50432     0.050     34179     22105
  14.46875  14.50358     0.050     34180     22123
  14.46790  14.50281     0.050     34178     22125
  14.46705  14.50198     0.050     34181     22136
  14.46620  14.50103     0.050     34181     22149
  14.46535  14.50008     0.050     34178     22153
  14.46450  14.49915     0.050     34177     22169
  14.46365  14.49821     0.050     34176     22175
  14.46280  14.49732     0.050     34185     22182
  14.46195  14.49648     0.050     34176     22188
  14.46110  14.49567     0.050     34183     22211
  14.46025  14.49493     0.050     34180     22205
  14.45940  14.49422     0.050     34189     22215
  14.45855  14.49348     0.050     34181     22230
  14.45770  14.49271     0.050     34177     22239
  14.45685  14.49186     0.050     34177     22244
  14.45600  14.49091     0.050     34183     22260
  14.45515  14.48996     0.050     34176     22264
  14.45430  14.48902     0.050     34180     22273
  14.45345  14.48808     0.050     34183     22289
  14.45260  14.48720     0.050     34179     22294
  14.45175  14.48636     0.050     34187     22304
  14.45090  14.48555     0.050     34184     22312
  14.45005  14.48482     0.050     34183     22327
  14.44920  14.48410     0.050     34187     22332
  14.44835  14.48335     0.050     34183     22340
  14.44750  14.48257     0.050     34178     22355
  14.44665  14.48169     0.050     34160     22342
  14.44580  14.48073     0.050     34090     22313
  14.44495  14.47979     0.050     34022     22273
  14.44410  14.47885     0.050     33976     22249
  14.44325  14.47792     0.050     34011     22281
  14.44240  14.47705     0.050     34077     22340
  14.44155  14.47621     0.050     34154     22393
  14.44070  14.47543     0.050     34170     22419
  14.43985  14.47471     0.050     34170     22429
  14.43900  14.47399     0.050     34180     22446
  14.43815  14.47324     0.050     34182     22453
  14.43730  14.47245     0.050     34185     22464
  14.43645  14.47155     0.050     34157     22458
  14.43560  14.47059     0.050     34106     22431
  14.43475  14.46965     0.050     34031     22394
  14.43390  14.46870     0.050     33977     22370
  14.43305  14.46778     0.050     34010     22401
  14.43220  14.46692     0.050     34077     22450
  14.43135  14.46609     0.050     34142     22505
  14.43050  14.46531     0.050     34128     22513
  14.42965  14.46459     0.050     33976     22413
  14.42880  14.46387     0.050     33636     22197
  14.42795  14.46311     0.050     33237     21945
  14.42710  14.46230     0.050     33094     21857
  14.42625  14.46139     0.050     33327     22027
  14.42540  14.46043     0.050     33702     22276
  14.42455  14.45949     0.050     34005     22491
  14.42370  14.45854     0.050     34076     22538
  14.42285  14.45762     0.050     34047     22535
  14.42200  14.45676     0.050     33990     22507
  14.42115  14.45594     0.050     33935     22476
  14.42030  14.45517     0.050     33941     22498
  14.41945  14.45446     0.050     34012     22542
  14.41860  14.45372     0.050     34090     22613
  14.41775  14.45296     0.050     34131     22650
  14.41690  14.45214     0.050     34136     22663
  14.41605  14.45120     0.050     34152     22674
  14.41520  14.45025     0.050     34152     22689
  14.41435  14.44931     0.050     34150     22699
  14.41350  14.44837     0.050     34148     22707
  14.41265  14.44746     0.050     34122     22695
  14.41180  14.44662     0.050     34068     22662
  14.41095  14.44580     0.050     33983     22617
  14.41010  14.44505     0.050     33952     22615
  14.40925  14.44433     0.050     33995     22651
  14.40840  14.44359     0.050     34070     22714
  14.40755  14.44283     0.050     34126     22756
  14.40670  14.44199     0.050     34146     22777
  14.40585  14.44104     0.050     34154     22795
  14.40500  14.44009     0.050     34156     22803
  14.40415  14.43915     0.050     34159     22810
  14.40330  14.43820     0.050     34153     22826
  14.40245  14.43731     0.050     34163     22833
  14.40160  14.43647     0.050     34151     22843
  14.40075  14.43566     0.050     34158     22852
  14.39990  14.43491     0.050     34163     22863
  14.39905  14.43420     0.050     34156     22874
  14.39820  14.43345     0.050     34157     22889
  14.39735  14.43268     0.050     34158     22893
  14.39650  14.43181     0.050     34156     22905
  14.39565  14.43086     0.050     34163     22910
  14.39480  14.42991     0.050     34158     22927
  14.39395  14.42896     0.050     34156     22931
  14.39310  14.42801     0.050     34164     22943
  14.39225  14.42713     0.050     34161     22951
  14.39140  14.42629     0.050     34159     22960
  14.39055  14.42549     0.050     34162     22979
  14.38970  14.42477     0.050     34168     22982
  14.38885  14.42404     0.050     34175     22993
  14.38800  14.42329     0.050     34164     22998
  14.38715  14.42251     0.050     34164     23007
  14.38630  14.42162     0.050     34163     23027
  14.38545  14.42066     0.050     34168     23029
  14.38460  14.41972     0.050     34164     23036
  14.38375  14.41877     0.050     34161     23039
  14.38290  14.41784     0.050     34170     23060
  14.38205  14.41698     0.050     34159     23067
  14.38120  14.41614     0.050     34162     23082
  14.38035  14.41536     0.050     34161     23081
  14.37950  14.41464     0.050     34162     23099
  14.37865  14.41391     0.050     34162     23102
  14.37780  14.41315     0.050     34161     23112
  14.37695  14.41235     0.050     34163     23125
  14.37610  14.41145     0.050     34160     23131
  14.37525  14.41049     0.050     34166     23143
  14.37440  14.40955     0.050     34160     23152
  14.37355  14.40859     0.050     34161     23158
  14.37270  14.40767     0.050     34169     23172
  14.37185  14.40682     0.050     34156     23176
  14.37100  14.40599     0.050     34162     23192
  14.37015  14.40521     0.050     34157     23201
  14.36930  14.40450     0.050     34158     23207
  14.36845  14.40376     0.050     34157     23215
  14.36760  14.40300     0.050     34162     23227
  14.36675  14.40218     0.050     34161     23236
  14.36590  14.40125     0.050     34155     23246
  14.36505  14.40028     0.050     34159     23264
  14.36420  14.39934     0.050     34160     23267
  14.36335  14.39838     0.050     34158     23273
  14.36250  14.39748     0.050     34165     23284
  14.36165  14.39662     0.050     34158     23295
  14.36080  14.39580     0.050     34161     23303
  14.35995  14.39505     0.050     34171     23316
  14.35910  14.39434     0.050     34162     23324
  14.35825  14.39359     0.050     34158     23332
  14.35740  14.39283     0.050     34163     23342
  14.35655  14.39199     0.050     34164     23344
  14.35570  14.39104     0.050     34160     23360
  14.35485  14.39009     0.050     34164     23377
  14.35400  14.38915     0.050     34159     23377
  14.35315  14.38820     0.050     34160     23386
  14.35230  14.38731     0.050     34156     23400
  14.35145  14.38646     0.050     34154     23407
  14.35060  14.38565     0.050     34155     23414
  14.34975  14.38492     0.050     34153     23429
  14.34890  14.38420     0.050     34158     23437
  14.34805  14.38345     0.050     34153     23442
  14.34720  14.38268     0.050     34148     23446
  14.34635  14.38182     0.050     34150     23463
  14.34550  14.38086     0.050     34149     23470
  14.34465  14.37991     0.050     34151     23478
  14.34380  14.37897     0.050     34153     23482
  14.34295  14.37803     0.050     34146     23501
  14.34210  14.37716     0.050     34153     23510
  14.34125  14.37632     0.050     34152     23522
  14.34040  14.37552     0.050     34150     23528
  14.33955  14.37479     0.050     34149     23535
  14.33870  14.37407     0.050     34146     23547
  14.33785  14.37331     0.050     34146     23552
  14.33700  14.37252     0.050     34147     23569
  14.33615  14.37163     0.050     34148     23576
  14.33530  14.37067     0.050     34147     23588
  14.33445  14.36973     0.050     34148     23595
  14.33360  14.36878     0.050     34138     23603
  14.33275  14.36785     0.050     34145     23612
  14.33190  14.36699     0.050     34138     23618
  14.33105  14.36615     0.050     34151     23628
  14.33020  14.36537     0.050     34142     23640
  14.32935  14.36465     0.050     34142     23649
  14.32850  14.36393     0.050     34135     23657
  14.32765  14.36317     0.050     34137     23669
