# XDI/1.0 
# Spectrum.license:CC BY 4.0
# Publication.authors: Matthew Newville
# Publication.affiliation: Center for Advanced Radiation Sources, University of Chicago
# Sample.reference:none
# Facility.name:APS
# Sample.temperature:r.t.
# Sample.prep:powder on tape, 4 layers
# Sample.formula:FeO
# Sample.smiles:[Fe]=O
# Publication.DOI: https://doi.org/10.71622/XASLIB_535X-8J62
# Sample.name:Iron (II) Oxide
# Scan.number:Scan1
# Sample.id:wdf05o
# Scan.start_time:2001-08-10
# Element.symbol:Fe
# Facility.energy:7.0 GeV
# Facility.xray_source:Bending Magnet
# Beamline.name:20-BM-B
# Beamline.website:https://www.aps.anl.gov/Beamlines/Directory/Details?beamline_id=32
# Beamline.scan_mode:Transmission
# Beamline.energy_resolution:1.4 x 10^-4
# Beamline.flux:1 x 10^11 ph/s at 10 keV (toroidal focus); 2 x 10^8 ph/s at 5 µm (KB mirror)
# Beamline.spot_size:30 mm x 1 mm
# Beamline.energy_range:3.9 - 35
# Beamline.detector:Ionization chamber
# Mono.name:Si(111)
# Element.edge:K
# Column.1:Energy
# Column.2:I0
# Column.3:Itrans
# Column.4:Mutrans
# Energy   I0         Itrans         Mutrans
7102.6987  270033     309588.18652   0.0008993154911016814
7103.1906  279482     319436.188161  0.0024481410875229065
7103.6399  282387     322348.188014  0.003084849815275564
7104.0036  283089     322984.187151  0.003342280697821283
7104.2818  283283     323081.188097  0.0035358254241238916
7104.6241  283337     323013.187935  0.003737579125445361
7105.095   283379     322744.188801  0.004231199158359748
7105.5231  283327     322572.187251  0.004407028189172985
7105.8763  283280     322305.188744  0.004740095332384004
7106.2402  283187     321923.186811  0.005171453902508749
7106.5721  283067     321655.18854   0.005377181312124154
7107.0646  283049     321220.186596  0.006025906733988771
7107.5251  282911     320690.187965  0.006611223850084059
7107.9427  282903     320311.187022  0.007191812757026206
7108.3176  282797     319777.187997  0.007842575332853766
7108.5961  282677     319226.187439  0.008496547056231693
7108.9711  282618     318402.186944  0.009691596957123785
7109.5068  282510     317071.188539  0.011606416142230805
7109.9354  282431     315273.186898  0.014326202919412681
7110.2784  282346     312986.187197  0.017836878293280907
7110.6214  282332     310103.187632  0.022466684621762264
7111.0073  282210     306109.187638  0.028769808285687745
7111.4683  282123     302147.187374  0.03516760780547236
7111.9186  282115     299642.187424  0.03934093820943356
7112.3583  282037     297501.187628  0.04280878606547183
7112.6693  281994     295744.187463  0.045711551529632605
7112.9374  281937     293845.18756   0.04885009720505013
7113.3772  281871     291801.187448  0.05224345664893129
7113.8278  281825     290459.187512  0.0544800108685921
7114.2462  281778     288513.187612  0.0577774319255965
7114.5789  281795     285696.187642  0.06274313829760404
7114.9008  281840     282531.187503  0.06842689887141001
7115.3194  281698     276967.187393  0.07817804697280267
7115.8132  281660     269041.187367  0.09271460290029751
7116.2426  281583     261185.20311   0.10748337527677249
7116.6721  281567     252213.202104  0.12503718120559013
7116.9728  281577     243746.203607  0.1422311387091275
7117.2627  281547     232641.203217  0.1656325661876583
7117.7783  281547     216149.203538  0.202617445189286
7118.2402  281500     201490.202541  0.23785830905479485
7118.627   281460     187785.202843  0.2732192191405401
7118.9708  281469     176633.203747  0.3040307769002294
7119.2931  281427     167426.203641  0.3308826705347292
7119.766   281425     155078.202546  0.36941559044970274
7120.2067  281361     145635.202554  0.40090204477709923
7120.6367  281376     137638.202745  0.4293365254337846
7121.0344  281330     130669.203767  0.45538999551450393
7121.3247  281224     124691.202989  0.4787553024932191
7121.6473  281254     116505.203313  0.512964923764757
7122.099   281217     106623.203116  0.5574821321114232
7122.5507  281234     97343.198509   0.6033149496388351
7122.9272  281186     88855.199429   0.6491202831903128
7123.25    281156     82365.204762   0.687216723986349
7123.5943  281139     76126.201484   0.726807983158907
7124.0785  281237     70064.204599   0.7687225536581437
7124.5412  281092     66014.203135   0.7984128920037357
7124.9718  281111     63251.200593   0.8199531051147402
7125.3377  281108     61151.197023   0.836931400940115
7125.6392  281113     59209.19932    0.8531734541956743
7125.9945  281001     56427.200919   0.8771802333278383
7126.5329  281104     52991.197117   0.9089658726456373
7126.9744  280979     49908.200775   0.9388922693665607
7127.3191  280857     47418.201032   0.964417004910772
7127.6315  280685     45666.201186   0.98304569732936
7127.9977  280560     44324.200113   0.9978249733648179
7128.5149  280587     44137.198809   1
7128.9244  280673     45222.198821   0.9879386898773291
7129.3555  280602     47220.201326   0.9660648361997645
7129.7111  280574     49581.198769   0.9414732681035248
7129.9806  280588     52250.199094   0.915125019318124
7130.3903  280512     56763.198658   0.8733178898324483
7130.8539  280368     60901.196773   0.8376661345046453
7131.2852  280353     64800.20218    0.8064250440713198
7131.6087  280324     68116.200458   0.7812700645552985
7131.9323  280355     70857.205182   0.7614815021355682
7132.3314  280358     73781.200097   0.7411468818225097
7132.8384  280325     76676.206441   0.7217284275343788
7133.2484  280340     78639.203884   0.7090400260588366
7133.6585  280358     80182.201028   0.6992984056524335
7134.0146  280338     81455.203434   0.6913394207966569
7134.306   280400     82685.202418   0.6839119571002579
7134.7701  280376     84493.200146   0.6729887873425966
7135.2559  280369     86031.206155   0.6639025772375333
7135.677   280380     87382.202215   0.6560847847637954
7135.9902  280318     88463.202361   0.6497891236231312
